index,Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,index,Artist,artist_start_year,artist_end_year,artist_career_length,years_since_debut
14611,Supernatural,NewJeans,2023,191000,4,0.699,0.708,10,-4.182,0,0.0496,0.185,8.43e-06,0.0921,0.863,108.887,83,Today,1850,NewJeans,2022,2023,1,1
14612,Fly,Nicki Minaj,2010,212920,4,0.665,0.848,10,-4.926,1,0.0386,0.0148,0.000118,0.1,0.196,119.897,60,Today,1855,Nicki Minaj,2010,2018,8,0
14613,Moment 4 Life,Nicki Minaj,2011,279306,4,0.475,0.882,11,-3.883,1,0.351,0.406,0.0,0.241,0.369,98.001,69,Today,1855,Nicki Minaj,2010,2018,8,1
14614,Super Bass,Nicki Minaj,2011,200013,4,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,79,Today,1855,Nicki Minaj,2010,2018,8,1
14615,Beez In The Trap,Nicki Minaj,2012,268480,4,0.813,0.782,9,-6.005,1,0.218,0.0227,0.00165,0.0956,0.681,150.003,52,Today,1855,Nicki Minaj,2010,2018,8,2
14616,Starships,Nicki Minaj,2012,210626,4,0.747,0.716,11,-2.457,0,0.0751,0.135,0.0,0.251,0.751,125.006,74,Today,1855,Nicki Minaj,2010,2018,8,2
14617,Anaconda,Nicki Minaj,2014,260239,4,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.996,60,Today,1855,Nicki Minaj,2010,2018,8,4
14618,Pills N Potions,Nicki Minaj,2015,268000,4,0.391,0.604,7,-8.104,1,0.212,0.00812,4.91e-06,0.0443,0.168,169.391,55,Today,1855,Nicki Minaj,2010,2018,8,5
14619,Truffle Butter,Nicki Minaj,2015,220466,4,0.89,0.667,2,-6.862,1,0.0521,0.0572,3.03e-05,0.108,0.522,105.103,62,Today,1855,Nicki Minaj,2010,2018,8,5
14620,Chun-Li,Nicki Minaj,2018,191600,5,0.686,0.73,6,-5.077,0,0.374,0.278,4.76e-05,0.106,0.474,128.943,66,Today,1855,Nicki Minaj,2010,2018,8,8
14621,Shotta Flow (feat. Blueface) - Remix,NLE Choppa,2019,176631,4,0.893,0.514,2,-4.776,1,0.424,0.0245,0.0,0.142,0.555,120.077,72,Today,1818,NLE Choppa,2019,2023,4,0
14622,Camelot,NLE Choppa,2020,148759,4,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,71,Today,1818,NLE Choppa,2019,2023,4,1
14623,Final Warning,NLE Choppa,2021,156894,4,0.847,0.912,11,-3.129,1,0.257,0.0781,0.0,0.142,0.88,81.486,62,Today,1818,NLE Choppa,2019,2023,4,2
14624,Catalina,NLE Choppa,2022,180000,4,0.828,0.837,10,-3.963,0,0.0559,0.0295,0.002,0.147,0.821,116.955,61,Today,1818,NLE Choppa,2019,2023,4,3
14625,Shotta Flow 6,NLE Choppa,2022,192147,4,0.859,0.596,11,-7.021,1,0.329,0.0194,0.0,0.0489,0.479,140.064,57,Today,1818,NLE Choppa,2019,2023,4,3
14626,AIN'T GONNA ANSWER,NLE Choppa,2023,187453,4,0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,58,Today,1818,NLE Choppa,2019,2023,4,4
14627,PISTOL PACCIN,NLE Choppa,2023,149449,4,0.831,0.793,1,-4.127,1,0.369,0.0195,0.0,0.259,0.833,144.967,75,Today,1818,NLE Choppa,2019,2023,4,4
14628,Stick Season,Noah Kahan,2022,182346,4,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,90,Today,1871,Noah Kahan,2022,2023,1,0
14629,All My Love,Noah Kahan,2023,251510,4,0.666,0.665,2,-7.181,1,0.0534,0.309,0.0,0.0961,0.474,116.002,80,Today,1871,Noah Kahan,2022,2023,1,1
14630,Call Your Mom,Noah Kahan,2023,278670,4,0.485,0.215,0,-12.124,1,0.0348,0.703,3.55e-06,0.115,0.159,172.122,74,Today,1871,Noah Kahan,2022,2023,1,1
14631,Dial Drunk (with Post Malone),Noah Kahan,2023,213817,4,0.669,0.606,8,-7.193,1,0.0292,0.124,0.0,0.112,0.69,112.108,83,Today,1871,Noah Kahan,2022,2023,1,1
14632,Forever,Noah Kahan,2023,268353,4,0.394,0.256,0,-10.944,1,0.036,0.765,0.0,0.116,0.215,94.367,77,Today,1871,Noah Kahan,2022,2023,1,1
14633,Homesick,Noah Kahan,2023,194416,4,0.505,0.624,6,-6.526,1,0.0373,0.0253,1.06e-05,0.314,0.413,170.076,73,Today,1871,Noah Kahan,2022,2023,1,1
14634,New Perspective,Noah Kahan,2023,256871,4,0.693,0.524,5,-9.696,1,0.0407,0.267,1.83e-06,0.0839,0.453,156.529,72,Today,1871,Noah Kahan,2022,2023,1,1
14635,Northern Attitude,Noah Kahan,2023,267256,4,0.523,0.626,3,-8.214,1,0.047,0.119,3.29e-05,0.107,0.323,121.291,58,Today,1871,Noah Kahan,2022,2023,1,1
14636,You’re Gonna Go Far,Noah Kahan,2023,286369,4,0.586,0.358,7,-9.761,1,0.0308,0.556,0.0,0.11,0.365,169.925,81,Today,1871,Noah Kahan,2022,2023,1,1
14637,Snapback,Old Dominion,2014,206506,4,0.687,0.793,5,-3.577,1,0.0333,0.302,3.46e-06,0.1,0.673,100.993,63,Today,1886,Old Dominion,2014,2022,8,0
14638,Break Up with Him,Old Dominion,2015,207733,4,0.617,0.632,8,-5.381,1,0.0371,0.0675,0.0,0.108,0.564,151.988,61,Today,1886,Old Dominion,2014,2022,8,1
14639,Song for Another Time,Old Dominion,2016,191826,4,0.498,0.804,11,-3.995,1,0.0332,0.125,0.0,0.167,0.697,166.054,60,Today,1886,Old Dominion,2014,2022,8,2
14640,No Such Thing as a Broken Heart,Old Dominion,2017,176893,4,0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987,60,Today,1886,Old Dominion,2014,2022,8,3
14641,Written in the Sand,Old Dominion,2017,184080,4,0.725,0.438,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.76,83.984,63,Today,1886,Old Dominion,2014,2022,8,3
14642,Hotel Key,Old Dominion,2018,166573,4,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,68,Today,1886,Old Dominion,2014,2022,8,4
14643,Make It Sweet,Old Dominion,2019,187000,4,0.424,0.837,7,-4.453,1,0.0472,0.0373,0.0,0.0665,0.554,180.175,59,Today,1886,Old Dominion,2014,2022,8,5
14644,One Man Band,Old Dominion,2019,186240,4,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,80,Today,1886,Old Dominion,2014,2022,8,5
14645,Everything to Lose,Old Dominion,2022,190680,4,0.656,0.704,7,-4.906,1,0.0858,0.589,0.0,0.213,0.928,172.015,31,Today,1886,Old Dominion,2014,2022,8,8
14646,Smooth Sailing,Old Dominion,2022,215080,4,0.334,0.738,7,-5.28,1,0.0437,0.0058,0.0,0.115,0.49,143.985,36,Today,1886,Old Dominion,2014,2022,8,8
14647,Aint Gotta Dollar,Oliver Anthony Music,2023,124608,4,0.703,0.0859,10,-15.608,1,0.0364,0.825,2.91e-06,0.0754,0.343,110.028,62,Today,1889,Oliver Anthony Music,2023,2023,0,0
14648,I Want to go Home,Oliver Anthony Music,2023,170971,4,0.692,0.0436,8,-13.093,1,0.0717,0.943,0.0,0.114,0.197,104.891,60,Today,1889,Oliver Anthony Music,2023,2023,0,0
14649,Long Gone,Oliver Anthony Music,2023,142186,4,0.748,0.176,4,-11.1,1,0.0514,0.799,0.0,0.201,0.426,95.397,46,Today,1889,Oliver Anthony Music,2023,2023,0,0
14650,Rich Men North of Richmond,Oliver Anthony Music,2023,187244,4,0.678,0.264,10,-12.384,1,0.0622,0.753,0.0,0.302,0.528,121.722,76,Today,1889,Oliver Anthony Music,2023,2023,0,0
14651,"1 step forward,3 steps back",Olivia Rodrigo,2021,163586,4,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,77,Today,1893,Olivia Rodrigo,2021,2021,0,0
14652,brutal,Olivia Rodrigo,2021,143746,4,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,77,Today,1893,Olivia Rodrigo,2021,2021,0,0
14653,deja vu,Olivia Rodrigo,2021,215506,4,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,84,Today,1893,Olivia Rodrigo,2021,2021,0,0
14654,drivers license,Olivia Rodrigo,2021,242013,4,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,83,Today,1893,Olivia Rodrigo,2021,2021,0,0
14655,enough for you,Olivia Rodrigo,2021,202826,4,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,75,Today,1893,Olivia Rodrigo,2021,2021,0,0
14656,favorite crime,Olivia Rodrigo,2021,152666,4,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,83,Today,1893,Olivia Rodrigo,2021,2021,0,0
14657,good 4 u,Olivia Rodrigo,2021,178146,4,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,83,Today,1893,Olivia Rodrigo,2021,2021,0,0
14658,happier,Olivia Rodrigo,2021,175933,3,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,82,Today,1893,Olivia Rodrigo,2021,2021,0,0
14659,"jealousy,jealousy",Olivia Rodrigo,2021,173160,4,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,82,Today,1893,Olivia Rodrigo,2021,2021,0,0
14660,traitor,Olivia Rodrigo,2021,229226,4,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,84,Today,1893,Olivia Rodrigo,2021,2021,0,0
14661,Pretty Heart,Parker McCollum,2020,244797,4,0.562,0.683,7,-4.427,1,0.0296,0.00531,0.0,0.107,0.384,132.0,58,Today,1916,Parker McCollum,2020,2023,3,0
14662,Burn It Down,Parker McCollum,2022,233869,4,0.461,0.718,2,-5.627,1,0.0666,0.139,1.66e-05,0.0968,0.334,162.187,67,Today,1916,Parker McCollum,2020,2023,3,2
14663,Hell of a Year,Parker McCollum,2022,232653,4,0.655,0.482,0,-8.453,0,0.0305,0.411,1.46e-06,0.114,0.191,98.013,68,Today,1916,Parker McCollum,2020,2023,3,2
14664,Like A Cowboy,Parker McCollum,2022,226437,3,0.483,0.443,4,-6.791,1,0.034,0.611,2.46e-06,0.0981,0.215,125.017,56,Today,1916,Parker McCollum,2020,2023,3,2
14665,Love You Like That,Parker McCollum,2022,205173,4,0.534,0.774,7,-6.058,1,0.0284,0.0135,2.78e-06,0.103,0.435,149.961,41,Today,1916,Parker McCollum,2020,2023,3,2
14666,Handle On You,Parker McCollum,2023,219967,4,0.591,0.928,6,-3.925,1,0.0316,0.00441,0.0,0.291,0.619,105.025,67,Today,1916,Parker McCollum,2020,2023,3,3
14667,I Ain't Going Nowhere,Parker McCollum,2023,204489,4,0.562,0.691,4,-4.702,1,0.0328,0.00265,1.91e-06,0.105,0.483,128.059,40,Today,1916,Parker McCollum,2020,2023,3,3
14668,El Belicon,Peso Pluma,2023,214397,3,0.409,0.713,8,-6.713,1,0.03,0.434,0.000719,0.206,0.725,97.029,67,Today,1978,Peso Pluma,2023,2023,0,0
14669,Por Las Noches,Peso Pluma,2023,238888,3,0.69,0.597,9,-7.494,0,0.0395,0.311,4.18e-05,0.0727,0.453,185.084,74,Today,1978,Peso Pluma,2023,2023,0,0
14670,PRC,Peso Pluma,2023,184066,3,0.784,0.826,7,-6.34,0,0.0538,0.0965,7.09e-05,0.123,0.893,138.078,73,Today,1978,Peso Pluma,2023,2023,0,0
14671,ROSA PASTEL,Peso Pluma,2023,204253,3,0.702,0.68,7,-5.451,0,0.0373,0.24,0.0,0.111,0.86,122.895,69,Today,1978,Peso Pluma,2023,2023,0,0
14672,VINO TINTO,Peso Pluma,2023,245997,3,0.664,0.769,4,-5.056,1,0.184,0.406,0.0,0.17,0.542,134.97,81,Today,1978,Peso Pluma,2023,2023,0,0
14673,Just for Me,PinkPantheress,2022,116213,4,0.804,0.609,0,-7.848,1,0.0633,0.68,0.00253,0.261,0.713,133.043,64,Today,2006,PinkPantheress,2022,2023,1,0
14674,Break It Off,PinkPantheress,2023,95317,4,0.544,0.888,6,-5.003,0,0.116,0.00311,7.8e-06,0.076,0.746,171.69,62,Today,2006,PinkPantheress,2022,2023,1,1
14675,Do You Miss Me?,PinkPantheress,2023,128853,4,0.647,0.871,11,-7.144,0,0.0936,0.0976,0.000534,0.173,0.643,129.928,56,Today,2006,PinkPantheress,2022,2023,1,1
14676,I Must Apologise,PinkPantheress,2023,108373,4,0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109,72,Today,2006,PinkPantheress,2022,2023,1,1
14677,Noticed I Cried,PinkPantheress,2023,82226,4,0.499,0.856,11,-5.705,1,0.061,0.0544,0.131,0.0734,0.394,163.956,54,Today,2006,PinkPantheress,2022,2023,1,1
14678,Pain,PinkPantheress,2023,98544,4,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,83,Today,2006,PinkPantheress,2022,2023,1,1
14679,Turn it up,PinkPantheress,2023,147020,4,0.771,0.565,7,-9.407,1,0.0299,0.672,0.000112,0.195,0.444,132.339,71,Today,2006,PinkPantheress,2022,2023,1,1
14680,Where You Are (feat. WILLOW),PinkPantheress,2023,153706,4,0.689,0.872,0,-4.786,1,0.0477,0.0965,0.000498,0.117,0.362,134.994,55,Today,2006,PinkPantheress,2022,2023,1,1
14681,Call On Me,RAYE,2023,194880,4,0.582,0.889,0,-4.386,1,0.0491,0.021,0.0,0.687,0.438,121.977,45,Today,2061,RAYE,2023,2023,0,0
14682,Confidence,RAYE,2023,170666,4,0.635,0.785,8,-4.421,0,0.25,0.442,0.0,0.0935,0.809,102.742,44,Today,2061,RAYE,2023,2023,0,0
14683,Escapism.,RAYE,2023,272373,4,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,78,Today,2061,RAYE,2023,2023,0,0
14684,Love Me Again,RAYE,2023,198973,4,0.725,0.511,5,-6.472,1,0.046,0.275,0.0,0.0762,0.489,110.063,34,Today,2061,RAYE,2023,2023,0,0
14685,Natalie Don't,RAYE,2023,194346,4,0.807,0.533,9,-4.899,0,0.0443,0.176,0.0,0.284,0.853,124.006,51,Today,2061,RAYE,2023,2023,0,0
14686,Regardless,RAYE,2023,197573,4,0.749,0.82,7,-6.114,1,0.0478,0.0205,0.000685,0.0775,0.534,120.066,56,Today,2061,RAYE,2023,2023,0,0
14687,Dumebi,Rema,2019,179775,4,0.923,0.657,3,-5.173,0,0.0605,0.199,0.00407,0.108,0.734,110.015,65,Today,2112,Rema,2019,2023,4,0
14688,Bounce,Rema,2022,187782,4,0.463,0.847,11,-6.776,0,0.0511,0.0307,0.0,0.117,0.625,114.962,57,Today,2112,Rema,2019,2023,4,3
14689,Calm Down,Rema,2022,219813,4,0.811,0.781,11,-6.333,1,0.0428,0.376,0.001,0.121,0.824,107.007,73,Today,2112,Rema,2019,2023,4,3
14690,Soundgasm,Rema,2022,204755,4,0.805,0.525,6,-7.376,0,0.0638,0.119,0.00203,0.0779,0.693,100.033,63,Today,2112,Rema,2019,2023,4,3
14691,YAYO,Rema,2022,150760,4,0.732,0.747,10,-4.58,1,0.0424,0.0206,0.0,0.15,0.506,117.993,72,Today,2112,Rema,2019,2023,4,3
14692,Bad Commando,Rema,2023,105002,4,0.627,0.512,1,-7.401,0,0.123,0.584,0.0,0.128,0.57,95.334,45,Today,2112,Rema,2019,2023,4,4
14693,Ginger Me,Rema,2023,205892,5,0.567,0.577,8,-7.833,0,0.134,0.134,0.000397,0.145,0.719,200.008,49,Today,2112,Rema,2019,2023,4,4
14694,Iron Man,Rema,2023,201693,4,0.759,0.564,11,-3.584,0,0.0502,0.589,0.0357,0.0899,0.519,99.966,48,Today,2112,Rema,2019,2023,4,4
14695,Lady,Rema,2023,213375,4,0.889,0.798,0,-6.62,1,0.256,0.0245,0.0,0.0671,0.594,119.969,42,Today,2112,Rema,2019,2023,4,4
14696,Don't Stop The Music,Rihanna,2007,267080,4,0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,71,Today,2132,Rihanna,2007,2016,9,0
14697,Umbrella,Rihanna,2007,275986,4,0.585,0.828,1,-4.603,1,0.124,0.00906,0.0,0.0426,0.584,174.034,82,Today,2132,Rihanna,2007,2016,9,0
14698,Take A Bow,Rihanna,2008,229413,4,0.518,0.467,9,-7.536,1,0.162,0.248,0.0,0.0941,0.559,79.965,74,Today,2132,Rihanna,2007,2016,9,1
14699,Rude Boy,Rihanna,2009,222920,4,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.909,77,Today,2132,Rihanna,2007,2016,9,2
14700,Only Girl (In The World),Rihanna,2010,235493,4,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.918,84,Today,2132,Rihanna,2007,2016,9,3
14701,We Found Love,Rihanna,2011,215226,4,0.735,0.766,1,-4.485,1,0.0384,0.025,0.00141,0.108,0.6,127.975,84,Today,2132,Rihanna,2007,2016,9,4
14702,Diamonds,Rihanna,2012,225146,4,0.562,0.709,11,-4.92,0,0.0424,0.00124,0.0,0.109,0.401,91.958,71,Today,2132,Rihanna,2007,2016,9,5
14703,Where Have You Been,Rihanna,2012,242680,4,0.719,0.847,0,-6.34,0,0.0919,0.00201,0.0204,0.221,0.443,127.96,73,Today,2132,Rihanna,2007,2016,9,5
14704,Stay,Rihanna,2013,240706,4,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.881,65,Today,2132,Rihanna,2007,2016,9,6
14705,Work,Rihanna,2016,219320,4,0.723,0.534,11,-6.238,1,0.0891,0.0747,0.0,0.0919,0.551,91.974,78,Today,2132,Rihanna,2007,2016,9,9
14706,Heart On Ice,Rod Wave,2020,159669,3,0.732,0.387,10,-8.47,0,0.0741,0.0493,0.0,0.141,0.242,157.875,68,Today,2156,Rod Wave,2020,2023,3,0
14707,Rags2Riches 2 (feat. Lil Baby),Rod Wave,2021,235987,4,0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004,66,Today,2156,Rod Wave,2020,2023,3,1
14708,Street Runner,Rod Wave,2021,252021,4,0.599,0.61,5,-8.633,0,0.24,0.213,0.000414,0.151,0.434,159.933,69,Today,2156,Rod Wave,2020,2023,3,1
14709,Tombstone,Rod Wave,2021,160078,4,0.55,0.637,8,-5.212,1,0.163,0.597,0.0,0.129,0.535,84.448,68,Today,2156,Rod Wave,2020,2023,3,1
14710,Great Gatsby,Rod Wave,2022,146751,4,0.678,0.567,1,-8.927,0,0.101,0.0454,8.8e-06,0.41,0.154,156.975,69,Today,2156,Rod Wave,2020,2023,3,2
14711,Cuban Links (feat. Kevin Gates),Rod Wave,2023,192182,4,0.694,0.652,5,-8.751,1,0.296,0.248,0.0,0.0293,0.759,87.966,57,Today,2156,Rod Wave,2020,2023,3,3
14712,Almost Love,Sabrina Carpenter,2022,212360,4,0.81,0.759,9,-3.029,0,0.0376,0.111,4.73e-06,0.0919,0.615,104.993,56,Today,2204,Sabrina Carpenter,2022,2023,1,0
14713,Nonsense,Sabrina Carpenter,2022,163648,4,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,88,Today,2204,Sabrina Carpenter,2022,2023,1,0
14714,Please Please Please,Sabrina Carpenter,2022,186365,4,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,97,Today,2204,Sabrina Carpenter,2022,2023,1,0
14715,Skin,Sabrina Carpenter,2022,177500,4,0.557,0.457,7,-5.372,1,0.0335,0.428,0.0,0.0567,0.328,105.918,68,Today,2204,Sabrina Carpenter,2022,2023,1,0
14716,Espresso,Sabrina Carpenter,2023,175459,4,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,98,Today,2204,Sabrina Carpenter,2022,2023,1,1
14717,Sue Me,Sabrina Carpenter,2023,179226,4,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,71,Today,2204,Sabrina Carpenter,2022,2023,1,1
14718,Why,Sabrina Carpenter,2023,171096,4,0.633,0.557,11,-4.917,0,0.203,0.169,0.0,0.0671,0.623,89.672,63,Today,2204,Sabrina Carpenter,2022,2023,1,1
14719,I'm Not The Only One,Sam Smith,2014,239316,4,0.678,0.484,5,-5.795,1,0.0361,0.529,2.01e-05,0.0766,0.493,82.004,83,Today,2214,Sam Smith,2014,2022,8,0
14720,Money On My Mind,Sam Smith,2014,192670,4,0.67,0.841,2,-5.217,1,0.18,0.204,0.000294,0.229,0.742,133.918,65,Today,2214,Sam Smith,2014,2022,8,0
14721,Stay With Me,Sam Smith,2014,172723,4,0.413,0.42,0,-6.444,1,0.0416,0.588,6.39e-05,0.11,0.185,84.126,83,Today,2214,Sam Smith,2014,2022,8,0
14722,Lay Me Down,Sam Smith,2015,253208,4,0.418,0.332,4,-9.482,1,0.0492,0.771,2.01e-05,0.109,0.171,119.164,70,Today,2214,Sam Smith,2014,2022,8,1
14723,"Writing's On The Wall - From ""Spectre"" Soundtrack",Sam Smith,2015,278987,3,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,63,Today,2214,Sam Smith,2014,2022,8,1
14724,Pray,Sam Smith,2017,221595,3,0.539,0.383,4,-9.461,0,0.0424,0.283,1.18e-05,0.0865,0.153,88.051,61,Today,2214,Sam Smith,2014,2022,8,3
14725,Too Good At Goodbyes,Sam Smith,2017,201000,4,0.715,0.372,5,-8.237,1,0.0443,0.638,0.0,0.169,0.474,91.931,83,Today,2214,Sam Smith,2014,2022,8,3
14726,Dancing With A Stranger (with Normani),Sam Smith,2019,171029,4,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,76,Today,2214,Sam Smith,2014,2022,8,5
14727,How Do You Sleep?,Sam Smith,2019,202204,4,0.561,0.682,1,-4.931,0,0.0856,0.153,0.0,0.0763,0.359,165.944,67,Today,2214,Sam Smith,2014,2022,8,5
14728,Unholy (feat. Kim Petras),Sam Smith,2022,156943,4,0.719,0.454,2,-7.384,1,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,78,Today,2214,Sam Smith,2014,2022,8,8
14729,Come & Get It,Selena Gomez,2013,231986,4,0.545,0.787,7,-4.095,0,0.0521,0.00999,0.000201,0.0809,0.574,80.158,69,Today,2250,Selena Gomez,2013,2020,7,0
14730,The Heart Wants What It Wants,Selena Gomez,2014,227373,4,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,69,Today,2250,Selena Gomez,2013,2020,7,1
14731,Good For You,Selena Gomez,2015,221280,4,0.609,0.674,5,-6.484,0,0.0502,0.179,0.0,0.069,0.228,88.945,62,Today,2250,Selena Gomez,2013,2020,7,2
14732,Hands To Myself,Selena Gomez,2016,200680,4,0.811,0.507,5,-7.161,0,0.117,0.0146,2.14e-06,0.342,0.438,111.016,63,Today,2250,Selena Gomez,2013,2020,7,3
14733,Bad Liar,Selena Gomez,2017,214647,4,0.965,0.414,1,-6.408,1,0.0712,0.189,0.0,0.0767,0.729,121.032,64,Today,2250,Selena Gomez,2013,2020,7,4
14734,Wolves,Selena Gomez,2017,197993,4,0.725,0.804,11,-4.614,0,0.0422,0.124,0.0,0.204,0.31,124.996,76,Today,2250,Selena Gomez,2013,2020,7,4
14735,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2018,207904,4,0.6,0.725,6,-4.866,1,0.0487,0.0933,1.87e-06,0.12,0.506,102.056,70,Today,2250,Selena Gomez,2013,2020,7,5
14736,Lose You To Love Me,Selena Gomez,2019,206458,4,0.516,0.342,4,-8.985,1,0.0425,0.55,0.0,0.21,0.0993,102.819,76,Today,2250,Selena Gomez,2013,2020,7,6
14737,Rare,Selena Gomez,2020,220589,4,0.838,0.541,5,-6.746,1,0.0708,0.207,7.97e-05,0.103,0.637,114.996,58,Today,2250,Selena Gomez,2013,2020,7,7
14738,"Whenever,Wherever",Shakira,2001,196160,4,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,76,Today,2258,Shakira,2001,2014,13,0
14739,Underneath Your Clothes,Shakira,2002,224066,4,0.616,0.597,8,-5.328,1,0.0415,0.691,0.0,0.104,0.362,165.508,60,Today,2258,Shakira,2001,2014,13,1
14740,La Tortura (feat. Alejandro Sanz),Shakira,2005,212893,4,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,75,Today,2258,Shakira,2001,2014,13,4
14741,Hips Don't Lie (feat. Wyclef Jean),Shakira,2006,218093,4,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,87,Today,2258,Shakira,2001,2014,13,5
14742,She Wolf,Shakira,2009,188866,4,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,70,Today,2258,Shakira,2001,2014,13,8
14743,Loca (feat. El Cata),Shakira,2010,183693,4,0.8,0.692,9,-5.57,0,0.0614,0.342,1.92e-06,0.0554,0.917,112.002,69,Today,2258,Shakira,2001,2014,13,9
14744,Waka Waka,Shakira,2010,202466,4,0.764,0.887,11,-6.088,0,0.176,0.00987,0.0,0.0585,0.816,126.974,74,Today,2258,Shakira,2001,2014,13,9
14745,Can't Remember to Forget You (feat. Rihanna),Shakira,2014,206866,4,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,74,Today,2258,Shakira,2001,2014,13,13
14746,Empire,Shakira,2014,239333,4,0.541,0.628,0,-4.682,0,0.0603,0.733,0.0,0.056,0.364,80.027,45,Today,2258,Shakira,2001,2014,13,13
14747,Until I Found You,Stephen Sanchez,2021,177720,3,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,78,Today,2376,Stephen Sanchez,2021,2023,2,0
14748,Evangeline,Stephen Sanchez,2022,177677,4,0.445,0.549,3,-7.134,1,0.0307,0.0703,0.0,0.176,0.218,109.25,66,Today,2376,Stephen Sanchez,2021,2023,2,1
14749,Hey Girl,Stephen Sanchez,2022,185906,4,0.389,0.505,6,-7.777,0,0.037,0.538,0.00403,0.216,0.244,121.775,62,Today,2376,Stephen Sanchez,2021,2023,2,1
14750,High,Stephen Sanchez,2023,161567,4,0.432,0.714,6,-7.933,0,0.0384,0.0876,0.000788,0.27,0.322,176.009,75,Today,2376,Stephen Sanchez,2021,2023,2,2
14751,Dark Red,Steve Lacy,2017,173104,4,0.603,0.784,6,-4.023,1,0.062,0.446,8.32e-06,0.119,0.769,172.041,86,Today,2383,Steve Lacy,2017,2022,5,0
14752,Bad Habit,Steve Lacy,2022,232066,4,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,82,Today,2383,Steve Lacy,2017,2022,5,5
14753,C U Girl,Steve Lacy,2022,129697,4,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0,81,Today,2383,Steve Lacy,2017,2022,5,5
14754,Hate CD,Steve Lacy,2022,160182,4,0.824,0.716,0,-7.089,1,0.0526,0.000916,0.0148,0.299,0.771,107.997,49,Today,2383,Steve Lacy,2017,2022,5,5
